timestamp,est_time,market,side,type,entry_price,exit_price,qty,pnl,exit_reason,remaining_at_entry
2026-03-06 03:17:20,03:17:20 AM,"Bitcoin Up or Down - March 6, 3:15AM-3:20AM ET",Up,real,0.7,0.52,28.0,-5.04,sl,
2026-03-06 03:28:12,03:28:12 AM,"Bitcoin Up or Down - March 6, 3:25AM-3:30AM ET",Down,real,0.69,0.53,28.0,-4.48,sl,
2026-03-06 03:32:32,03:32:32 AM,"Bitcoin Up or Down - March 6, 3:30AM-3:35AM ET",Up,real,0.71,0.89,28.0,5.04,tp,
2026-03-06 03:38:03,03:38:03 AM,"Bitcoin Up or Down - March 6, 3:35AM-3:40AM ET",Up,real,0.73,0.5,27.0,-6.21,sl,
2026-03-06 03:42:40,03:42:40 AM,"Bitcoin Up or Down - March 6, 3:40AM-3:45AM ET",Up,real,0.73,0.52,27.0,-5.67,sl,
2026-03-06 03:48:55,03:48:55 AM,"Bitcoin Up or Down - March 6, 3:45AM-3:50AM ET",Up,real,0.7,0.5,28.0,-5.6,sl,
2026-03-06 03:52:12,03:52:12 AM,"Bitcoin Up or Down - March 6, 3:50AM-3:55AM ET",Down,real,0.7,0.51,28.0,-5.32,sl,
2026-03-06 03:58:46,03:58:46 AM,"Bitcoin Up or Down - March 6, 3:55AM-4:00AM ET",Down,real,0.8,0.86,25.0,1.5,tp,
2026-03-06 04:02:13,04:02:13 AM,"Bitcoin Up or Down - March 6, 4:00AM-4:05AM ET",Down,real,0.7,0.49,28.0,-5.88,sl,
2026-03-06 04:17:42,04:17:42 AM,"Bitcoin Up or Down - March 6, 4:15AM-4:20AM ET",Down,real,0.72,0.85,27.0,3.51,tp,
2026-03-06 04:28:18,04:28:18 AM,"Bitcoin Up or Down - March 6, 4:25AM-4:30AM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 04:38:27,04:38:27 AM,"Bitcoin Up or Down - March 6, 4:35AM-4:40AM ET",Up,real,0.72,0.86,27.0,3.78,tp,
2026-03-06 04:42:55,04:42:55 AM,"Bitcoin Up or Down - March 6, 4:40AM-4:45AM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 04:53:32,04:53:32 AM,"Bitcoin Up or Down - March 6, 4:50AM-4:55AM ET",Up,real,0.69,0.84,28.0,4.2,tp,
2026-03-06 05:02:18,05:02:18 AM,"Bitcoin Up or Down - March 6, 5:00AM-5:05AM ET",Up,real,0.69,0.53,28.0,-4.48,sl,
2026-03-06 05:12:22,05:12:22 AM,"Bitcoin Up or Down - March 6, 5:10AM-5:15AM ET",Down,real,0.73,0.52,27.0,-5.67,sl,
2026-03-06 05:23:06,05:23:06 AM,"Bitcoin Up or Down - March 6, 5:20AM-5:25AM ET",Up,real,0.69,0.87,28.0,5.04,tp,
2026-03-06 05:38:14,05:38:14 AM,"Bitcoin Up or Down - March 6, 5:35AM-5:40AM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 05:57:33,05:57:33 AM,"Bitcoin Up or Down - March 6, 5:55AM-6:00AM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 06:03:49,06:03:49 AM,"Bitcoin Up or Down - March 6, 6:00AM-6:05AM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 06:23:11,06:23:11 AM,"Bitcoin Up or Down - March 6, 6:20AM-6:25AM ET",Up,real,0.7,0.52,28.0,-5.04,sl,
2026-03-06 06:28:23,06:28:23 AM,"Bitcoin Up or Down - March 6, 6:25AM-6:30AM ET",Up,real,0.7,0.52,28.0,-5.04,sl,
2026-03-06 06:34:15,06:34:15 AM,"Bitcoin Up or Down - March 6, 6:30AM-6:35AM ET",Down,real,0.72,0.83,27.0,2.97,time-stop,
2026-03-06 06:42:37,06:42:37 AM,"Bitcoin Up or Down - March 6, 6:40AM-6:45AM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 06:47:17,06:47:17 AM,"Bitcoin Up or Down - March 6, 6:45AM-6:50AM ET",Down,real,0.77,0.84,25.0,1.75,tp,
2026-03-06 06:53:18,06:53:18 AM,"Bitcoin Up or Down - March 6, 6:50AM-6:55AM ET",Down,real,0.71,0.89,28.0,5.04,tp,
2026-03-06 06:58:23,06:58:23 AM,"Bitcoin Up or Down - March 6, 6:55AM-7:00AM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 07:08:10,07:08:10 AM,"Bitcoin Up or Down - March 6, 7:05AM-7:10AM ET",Down,real,0.7,0.86,28.0,4.48,tp,
2026-03-06 07:18:32,07:18:32 AM,"Bitcoin Up or Down - March 6, 7:15AM-7:20AM ET",Up,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 07:38:16,07:38:16 AM,"Bitcoin Up or Down - March 6, 7:35AM-7:40AM ET",Down,real,0.74,0.84,27.0,2.7,tp,
2026-03-06 07:47:44,07:47:44 AM,"Bitcoin Up or Down - March 6, 7:45AM-7:50AM ET",Down,real,0.7,0.85,28.0,4.2,tp,
2026-03-06 08:02:07,08:02:07 AM,"Bitcoin Up or Down - March 6, 8:00AM-8:05AM ET",Up,real,0.71,0.53,28.0,-5.04,sl,
2026-03-06 08:13:32,08:13:32 AM,"Bitcoin Up or Down - March 6, 8:10AM-8:15AM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 08:23:27,08:23:27 AM,"Bitcoin Up or Down - March 6, 8:20AM-8:25AM ET",Down,real,0.74,0.84,27.0,2.7,tp,
2026-03-06 08:32:56,08:32:56 AM,"Bitcoin Up or Down - March 6, 8:30AM-8:35AM ET",Down,real,0.74,0.52,27.0,-5.94,sl,
2026-03-06 08:54:15,08:54:15 AM,"Bitcoin Up or Down - March 6, 8:50AM-8:55AM ET",Down,real,0.7,0.78,28.0,2.24,time-stop,
2026-03-06 09:04:09,09:04:09 AM,"Bitcoin Up or Down - March 6, 9:00AM-9:05AM ET",Down,real,0.73,0.86,27.0,3.51,tp,
2026-03-06 09:13:39,09:13:39 AM,"Bitcoin Up or Down - March 6, 9:10AM-9:15AM ET",Up,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 09:17:30,09:17:30 AM,"Bitcoin Up or Down - March 6, 9:15AM-9:20AM ET",Down,real,0.69,0.52,28.0,-4.76,sl,
2026-03-06 09:32:13,09:32:13 AM,"Bitcoin Up or Down - March 6, 9:30AM-9:35AM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 09:42:16,09:42:16 AM,"Bitcoin Up or Down - March 6, 9:40AM-9:45AM ET",Up,real,0.69,0.52,28.0,-4.76,sl,
2026-03-06 09:47:06,09:47:06 AM,"Bitcoin Up or Down - March 6, 9:45AM-9:50AM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 09:57:21,09:57:21 AM,"Bitcoin Up or Down - March 6, 9:55AM-10:00AM ET",Up,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 10:02:59,10:02:59 AM,"Bitcoin Up or Down - March 6, 10:00AM-10:05AM ET",Up,real,0.72,0.87,27.0,4.05,tp,
2026-03-06 10:17:39,10:17:39 AM,"Bitcoin Up or Down - March 6, 10:15AM-10:20AM ET",Up,real,0.7,0.85,28.0,4.2,tp,
2026-03-06 10:27:50,10:27:50 AM,"Bitcoin Up or Down - March 6, 10:25AM-10:30AM ET",Down,real,0.71,0.84,28.0,3.64,tp,
2026-03-06 10:33:18,10:33:18 AM,"Bitcoin Up or Down - March 6, 10:30AM-10:35AM ET",Up,real,0.73,0.51,27.0,-5.94,sl,
2026-03-06 10:37:28,10:37:28 AM,"Bitcoin Up or Down - March 6, 10:35AM-10:40AM ET",Up,real,0.73,0.53,27.0,-5.4,sl,
2026-03-06 10:43:11,10:43:11 AM,"Bitcoin Up or Down - March 6, 10:40AM-10:45AM ET",Down,real,0.7,0.85,28.0,4.2,tp,
2026-03-06 10:47:54,10:47:54 AM,"Bitcoin Up or Down - March 6, 10:45AM-10:50AM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 11:13:01,11:13:01 AM,"Bitcoin Up or Down - March 6, 11:10AM-11:15AM ET",Down,real,0.69,0.51,28.0,-5.04,sl,
2026-03-06 11:23:54,11:23:54 AM,"Bitcoin Up or Down - March 6, 11:20AM-11:25AM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 11:27:31,11:27:31 AM,"Bitcoin Up or Down - March 6, 11:25AM-11:30AM ET",Up,real,0.71,0.85,28.0,3.92,tp,
2026-03-06 11:47:18,11:47:18 AM,"Bitcoin Up or Down - March 6, 11:45AM-11:50AM ET",Up,real,0.73,0.85,27.0,3.24,tp,
2026-03-06 11:52:20,11:52:20 AM,"Bitcoin Up or Down - March 6, 11:50AM-11:55AM ET",Up,real,0.72,0.85,27.0,3.51,tp,
2026-03-06 11:57:18,11:57:18 AM,"Bitcoin Up or Down - March 6, 11:55AM-12:00PM ET",Up,real,0.69,0.87,28.0,5.04,tp,
2026-03-06 12:02:59,12:02:59 PM,"Bitcoin Up or Down - March 6, 12:00PM-12:05PM ET",Up,real,0.71,0.49,28.0,-6.16,sl,
2026-03-06 12:08:57,12:08:57 PM,"Bitcoin Up or Down - March 6, 12:05PM-12:10PM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 12:13:14,12:13:14 PM,"Bitcoin Up or Down - March 6, 12:10PM-12:15PM ET",Down,real,0.73,0.5,27.0,-6.21,sl,
2026-03-06 12:28:27,12:28:27 PM,"Bitcoin Up or Down - March 6, 12:25PM-12:30PM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 12:43:44,12:43:44 PM,"Bitcoin Up or Down - March 6, 12:40PM-12:45PM ET",Down,real,0.69,0.84,28.0,4.2,tp,
2026-03-06 12:58:16,12:58:16 PM,"Bitcoin Up or Down - March 6, 12:55PM-1:00PM ET",Up,real,0.77,0.85,25.0,2.0,tp,
2026-03-06 13:07:37,01:07:37 PM,"Bitcoin Up or Down - March 6, 1:05PM-1:10PM ET",Up,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 13:23:18,01:23:18 PM,"Bitcoin Up or Down - March 6, 1:20PM-1:25PM ET",Down,real,0.69,0.5,28.0,-5.32,sl,
2026-03-06 13:38:53,01:38:53 PM,"Bitcoin Up or Down - March 6, 1:35PM-1:40PM ET",Down,real,0.74,0.85,27.0,2.97,tp,
2026-03-06 13:42:30,01:42:30 PM,"Bitcoin Up or Down - March 6, 1:40PM-1:45PM ET",Up,real,0.74,0.84,27.0,2.7,tp,
2026-03-06 13:57:23,01:57:23 PM,"Bitcoin Up or Down - March 6, 1:55PM-2:00PM ET",Up,real,0.7,0.47,28.0,-6.44,sl,
2026-03-06 14:08:57,02:08:57 PM,"Bitcoin Up or Down - March 6, 2:05PM-2:10PM ET",Up,real,0.7,0.49,28.0,-5.88,sl,
2026-03-06 14:13:10,02:13:10 PM,"Bitcoin Up or Down - March 6, 2:10PM-2:15PM ET",Up,real,0.71,0.84,28.0,3.64,tp,
2026-03-06 14:33:19,02:33:19 PM,"Bitcoin Up or Down - March 6, 2:30PM-2:35PM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 14:37:47,02:37:47 PM,"Bitcoin Up or Down - March 6, 2:35PM-2:40PM ET",Up,real,0.71,0.5,28.0,-5.88,sl,
2026-03-06 14:47:47,02:47:47 PM,"Bitcoin Up or Down - March 6, 2:45PM-2:50PM ET",Down,real,0.69,0.84,28.0,4.2,tp,
2026-03-06 14:53:04,02:53:04 PM,"Bitcoin Up or Down - March 6, 2:50PM-2:55PM ET",Down,real,0.69,0.53,28.0,-4.48,sl,
2026-03-06 15:33:31,03:33:31 PM,"Bitcoin Up or Down - March 6, 3:30PM-3:35PM ET",Up,real,0.72,0.5,27.0,-5.94,sl,
2026-03-06 15:37:45,03:37:45 PM,"Bitcoin Up or Down - March 6, 3:35PM-3:40PM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 16:08:20,04:08:20 PM,"Bitcoin Up or Down - March 6, 4:05PM-4:10PM ET",Up,real,0.72,0.52,27.0,-5.4,sl,
2026-03-06 16:23:58,04:23:58 PM,"Bitcoin Up or Down - March 6, 4:20PM-4:25PM ET",Down,real,0.71,0.84,28.0,3.64,tp,
2026-03-06 16:33:15,04:33:15 PM,"Bitcoin Up or Down - March 6, 4:30PM-4:35PM ET",Up,real,0.72,0.84,27.0,3.24,tp,
2026-03-06 16:43:34,04:43:34 PM,"Bitcoin Up or Down - March 6, 4:40PM-4:45PM ET",Up,real,0.7,0.85,28.0,4.2,tp,
2026-03-06 16:47:41,04:47:41 PM,"Bitcoin Up or Down - March 6, 4:45PM-4:50PM ET",Up,real,0.69,0.52,28.0,-4.76,sl,
2026-03-06 16:54:15,04:54:15 PM,"Bitcoin Up or Down - March 6, 4:50PM-4:55PM ET",Up,real,0.7,0.71,28.0,0.28,time-stop,
2026-03-06 17:02:57,05:02:57 PM,"Bitcoin Up or Down - March 6, 5:00PM-5:05PM ET",Up,real,0.69,0.51,28.0,-5.04,sl,
2026-03-06 17:13:23,05:13:23 PM,"Bitcoin Up or Down - March 6, 5:10PM-5:15PM ET",Down,real,0.7,0.53,28.0,-4.76,sl,
2026-03-06 17:22:30,05:22:30 PM,"Bitcoin Up or Down - March 6, 5:20PM-5:25PM ET",Up,real,0.75,0.53,26.0,-5.72,sl,
2026-03-06 17:27:27,05:27:27 PM,"Bitcoin Up or Down - March 6, 5:25PM-5:30PM ET",Down,real,0.69,0.52,28.0,-4.76,sl,
2026-03-06 17:33:12,05:33:12 PM,"Bitcoin Up or Down - March 6, 5:30PM-5:35PM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 17:42:03,05:42:03 PM,"Bitcoin Up or Down - March 6, 5:40PM-5:45PM ET",Up,real,0.76,0.84,26.0,2.08,tp,
2026-03-06 17:47:28,05:47:28 PM,"Bitcoin Up or Down - March 6, 5:45PM-5:50PM ET",Up,real,0.7,0.52,28.0,-5.04,sl,
2026-03-06 18:14:02,06:14:02 PM,"Bitcoin Up or Down - March 6, 6:10PM-6:15PM ET",Down,real,0.69,0.53,28.0,-4.48,sl,
2026-03-06 18:37:36,06:37:36 PM,"Bitcoin Up or Down - March 6, 6:35PM-6:40PM ET",Down,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 18:53:57,06:53:57 PM,"Bitcoin Up or Down - March 6, 6:50PM-6:55PM ET",Down,real,0.69,0.84,28.0,4.2,tp,
2026-03-06 19:04:15,07:04:15 PM,"Bitcoin Up or Down - March 6, 7:00PM-7:05PM ET",Up,real,0.73,0.57,27.0,-4.32,time-stop,
2026-03-06 19:18:17,07:18:17 PM,"Bitcoin Up or Down - March 6, 7:15PM-7:20PM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 19:24:13,07:24:13 PM,"Bitcoin Up or Down - March 6, 7:20PM-7:25PM ET",Down,real,0.73,0.47,27.0,-7.02,sl,
2026-03-06 19:38:53,07:38:53 PM,"Bitcoin Up or Down - March 6, 7:35PM-7:40PM ET",Down,real,0.69,0.51,28.0,-5.04,sl,
2026-03-06 19:43:52,07:43:52 PM,"Bitcoin Up or Down - March 6, 7:40PM-7:45PM ET",Up,real,0.72,0.84,27.0,3.24,tp,
2026-03-06 19:48:27,07:48:27 PM,"Bitcoin Up or Down - March 6, 7:45PM-7:50PM ET",Up,real,0.73,0.87,27.0,3.78,tp,
2026-03-06 19:54:15,07:54:15 PM,"Bitcoin Up or Down - March 6, 7:50PM-7:55PM ET",Up,real,0.69,0.8,28.0,3.08,time-stop,
2026-03-06 19:59:10,07:59:10 PM,"Bitcoin Up or Down - March 6, 7:55PM-8:00PM ET",Down,real,0.73,0.89,27.0,4.32,tp,
2026-03-06 20:09:15,08:09:15 PM,"Bitcoin Up or Down - March 6, 8:05PM-8:10PM ET",Down,real,0.72,0.81,27.0,2.43,time-stop,
2026-03-06 20:12:58,08:12:58 PM,"Bitcoin Up or Down - March 6, 8:10PM-8:15PM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 20:33:50,08:33:50 PM,"Bitcoin Up or Down - March 6, 8:30PM-8:35PM ET",Down,real,0.73,0.85,27.0,3.24,tp,
2026-03-06 20:37:56,08:37:56 PM,"Bitcoin Up or Down - March 6, 8:35PM-8:40PM ET",Up,real,0.72,0.86,27.0,3.78,tp,
2026-03-06 20:52:10,08:52:10 PM,"Bitcoin Up or Down - March 6, 8:50PM-8:55PM ET",Up,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 20:58:39,08:58:39 PM,"Bitcoin Up or Down - March 6, 8:55PM-9:00PM ET",Down,real,0.7,0.84,28.0,3.92,tp,
2026-03-06 21:03:24,09:03:24 PM,"Bitcoin Up or Down - March 6, 9:00PM-9:05PM ET",Down,real,0.69,0.49,28.0,-5.6,sl,
2026-03-06 21:12:31,09:12:31 PM,"Bitcoin Up or Down - March 6, 9:10PM-9:15PM ET",Up,real,0.7,0.5,28.0,-5.6,sl,
2026-03-06 21:32:35,09:32:35 PM,"Bitcoin Up or Down - March 6, 9:30PM-9:35PM ET",Up,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 21:42:52,09:42:52 PM,"Bitcoin Up or Down - March 6, 9:40PM-9:45PM ET",Up,real,0.7,0.85,28.0,4.2,tp,
2026-03-06 21:47:44,09:47:44 PM,"Bitcoin Up or Down - March 6, 9:45PM-9:50PM ET",Up,real,0.71,0.85,28.0,3.92,tp,
2026-03-06 21:53:29,09:53:29 PM,"Bitcoin Up or Down - March 6, 9:50PM-9:55PM ET",Up,real,0.73,0.84,27.0,2.97,tp,
2026-03-06 21:57:38,09:57:38 PM,"Bitcoin Up or Down - March 6, 9:55PM-10:00PM ET",Up,real,0.69,0.86,28.0,4.76,tp,
2026-03-07 00:23:24,12:23:24 AM,"Bitcoin Up or Down - March 7, 12:20AM-12:25AM ET",Up,real,0.7,0.9,28.0,5.6,tp,
2026-03-07 00:32:37,12:32:37 AM,"Bitcoin Up or Down - March 7, 12:30AM-12:35AM ET",Down,real,0.73,0.86,27.0,3.51,tp,
2026-03-07 00:37:46,12:37:46 AM,"Bitcoin Up or Down - March 7, 12:35AM-12:40AM ET",Up,real,0.73,0.86,27.0,3.51,tp,
2026-03-07 00:47:09,12:47:09 AM,"Bitcoin Up or Down - March 7, 12:45AM-12:50AM ET",Up,real,0.71,0.53,28.0,-5.04,sl,
2026-03-07 01:03:34,01:03:34 AM,"Bitcoin Up or Down - March 7, 1:00AM-1:05AM ET",Down,real,0.73,0.51,27.0,-5.94,sl,
